"Order.Date","Year","Region","State","Category","Sub.Category","Segment","Ship.Mode","Sales","Profit","Discount","Quantity","Profit_Margin","Loss_Flag"
2011-03-02,2011,"East","New York","Office Supplies","Paper","Home Office","Standard Class",36,17.472,0,5,0.485333333333333,"Profit"
2011-03-02,2011,"East","Pennsylvania","Technology","Accessories","Corporate","Standard Class",151,32.13,0.2,3,0.212781456953642,"Profit"
2011-03-02,2011,"East","Pennsylvania","Office Supplies","Paper","Corporate","Standard Class",3,1.07,0.2,1,0.356666666666667,"Profit"
2011-03-03,2011,"East","New York","Technology","Phones","Home Office","Standard Class",10,4.5954,0,1,0.45954,"Profit"
2011-03-03,2011,"Central","Texas","Office Supplies","Appliances","Consumer","Standard Class",177,-459.6072,0.8,3,-2.59665084745763,"Loss"
2011-03-03,2011,"East","Ohio","Furniture","Bookcases","Corporate","Standard Class",302,-199.617,0.5,5,-0.660983443708609,"Loss"
2011-03-03,2011,"South","North Carolina","Office Supplies","Art","Consumer","Second Class",19,3.4048,0.2,4,0.1792,"Profit"
2011-03-03,2011,"East","New York","Office Supplies","Binders","Home Office","Standard Class",25,9.1785,0.2,5,0.36714,"Profit"
2011-03-03,2011,"East","New York","Office Supplies","Binders","Home Office","Standard Class",126,40.872,0.2,3,0.324380952380952,"Profit"
2011-03-03,2011,"East","Ohio","Office Supplies","Labels","Corporate","Standard Class",15,4.914,0.2,3,0.3276,"Profit"
2011-03-03,2011,"East","Ohio","Office Supplies","Storage","Corporate","Standard Class",45,-10.0512,0.2,8,-0.22336,"Loss"
2011-03-03,2011,"West","California","Furniture","Tables","Consumer","Standard Class",626,-23.4882,0.2,3,-0.0375210862619808,"Loss"
2011-03-04,2011,"South","South Carolina","Office Supplies","Storage","Consumer","Same Day",355,17.745,0,5,0.0499859154929577,"Profit"
2011-03-04,2011,"South","Florida","Office Supplies","Art","Consumer","Standard Class",16,2.3328,0.2,3,0.1458,"Profit"
2011-03-05,2011,"East","New York","Office Supplies","Art","Consumer","Second Class",60,15.4752,0,3,0.25792,"Profit"
2011-03-05,2011,"East","New York","Office Supplies","Paper","Consumer","Second Class",98,45.9754,0,2,0.469136734693878,"Profit"
2011-03-05,2011,"East","New York","Office Supplies","Supplies","Consumer","Second Class",19,5.3998,0,2,0.2842,"Profit"
2011-03-05,2011,"East","New York","Technology","Accessories","Consumer","Second Class",480,177.5889,0,3,0.369976875,"Profit"
2011-03-05,2011,"East","New York","Office Supplies","Binders","Consumer","Second Class",50,16.7508,0.2,6,0.335016,"Profit"
2011-03-07,2011,"West","Washington","Office Supplies","Art","Consumer","First Class",18,4.6644,0,3,0.259133333333333,"Profit"
2011-03-07,2011,"West","Washington","Office Supplies","Storage","Consumer","First Class",243,4.8588,0,3,0.0199950617283951,"Profit"
2011-03-07,2011,"West","Washington","Office Supplies","Art","Corporate","Standard Class",21,9.499,0,5,0.452333333333333,"Profit"
2011-03-07,2011,"West","Washington","Office Supplies","Storage","Corporate","Standard Class",205,0,0,5,0,"Profit"
2011-03-07,2011,"West","Washington","Furniture","Chairs","Consumer","First Class",49,5.4801,0.2,1,0.111838775510204,"Profit"
2011-03-07,2011,"West","Washington","Furniture","Chairs","Corporate","Standard Class",482,54.1764,0.2,2,0.112399170124481,"Profit"
2011-03-07,2011,"West","Washington","Furniture","Chairs","Corporate","Standard Class",437,21.8352,0.2,6,0.0499661327231121,"Profit"
2011-03-07,2011,"West","Washington","Office Supplies","Binders","Home Office","Second Class",108,33.64,0.2,2,0.311481481481481,"Profit"
2011-03-10,2011,"Central","Michigan","Office Supplies","Paper","Consumer","Standard Class",22,10.7424,0,2,0.488290909090909,"Profit"
2011-03-10,2011,"West","Colorado","Office Supplies","Art","Consumer","Standard Class",83,9.3564,0.2,4,0.112727710843374,"Profit"
2011-03-10,2011,"West","Colorado","Office Supplies","Storage","Consumer","Standard Class",636,-15.9102,0.2,3,-0.0250160377358491,"Loss"
2011-03-11,2011,"West","California","Office Supplies","Art","Consumer","Standard Class",8,2.0748,0,3,0.25935,"Profit"
2011-03-11,2011,"East","New York","Office Supplies","Paper","Consumer","Second Class",109,49.014,0,14,0.449669724770642,"Profit"
2011-03-11,2011,"South","Kentucky","Office Supplies","Appliances","Corporate","Second Class",147,38.1576,0,3,0.259575510204082,"Profit"
2011-03-11,2011,"South","Kentucky","Office Supplies","Paper","Corporate","Second Class",15,7.0218,0,3,0.46812,"Profit"
2011-03-11,2011,"South","Kentucky","Technology","Accessories","Corporate","Second Class",33,14.1728,0,2,0.429478787878788,"Profit"
2011-03-11,2011,"South","Kentucky","Technology","Phones","Corporate","Second Class",588,164.6316,0,3,0.279985714285714,"Profit"
2011-03-11,2011,"East","Ohio","Furniture","Furnishings","Consumer","Second Class",8,2.288,0.2,5,0.286,"Profit"
2011-03-11,2011,"East","Ohio","Office Supplies","Fasteners","Consumer","Second Class",10,1.7004,0.2,6,0.17004,"Profit"
2011-03-14,2011,"West","California","Office Supplies","Art","Corporate","Standard Class",3,1.2506,0,1,0.416866666666667,"Profit"
2011-03-14,2011,"West","California","Office Supplies","Paper","Corporate","Standard Class",11,4.752,0,2,0.432,"Profit"
2011-03-14,2011,"West","Utah","Office Supplies","Storage","Consumer","Standard Class",81,3.2392,0,1,0.0399901234567901,"Profit"
2011-03-14,2011,"West","Utah","Office Supplies","Storage","Consumer","Standard Class",21,5.7672,0,2,0.274628571428571,"Profit"
2011-03-14,2011,"West","Utah","Technology","Accessories","Consumer","Standard Class",83,6.624,0,12,0.0798072289156627,"Profit"
2011-03-14,2011,"South","Virginia","Furniture","Chairs","Home Office","Standard Class",1140,284.98,0,4,0.249982456140351,"Profit"
2011-03-14,2011,"Central","Illinois","Technology","Machines","Home Office","First Class",575,156.047,0.3,2,0.271386086956522,"Profit"
2011-03-14,2011,"West","Utah","Office Supplies","Binders","Consumer","Standard Class",33,11.1672,0.2,4,0.3384,"Profit"
2011-03-14,2011,"West","Utah","Office Supplies","Binders","Consumer","Standard Class",62,20.1656,0.2,2,0.325251612903226,"Profit"
2011-03-14,2011,"Central","Illinois","Office Supplies","Paper","Home Office","First Class",8,2.64,0.2,2,0.33,"Profit"
2011-03-14,2011,"South","Florida","Office Supplies","Paper","Home Office","Standard Class",91,31.8696,0.2,6,0.350215384615385,"Profit"
2011-03-15,2011,"South","Florida","Office Supplies","Binders","Consumer","Standard Class",43,-31.6712,0.7,4,-0.736539534883721,"Loss"
2011-03-15,2011,"South","Florida","Office Supplies","Binders","Consumer","Standard Class",7,-5.5338,0.7,3,-0.790542857142857,"Loss"
2011-03-15,2011,"South","Florida","Furniture","Furnishings","Consumer","Standard Class",46,5.1408,0.2,3,0.11175652173913,"Profit"
2011-03-15,2011,"South","Florida","Office Supplies","Paper","Consumer","Standard Class",132,47.8152,0.2,3,0.362236363636364,"Profit"
2011-03-15,2011,"South","Florida","Office Supplies","Storage","Consumer","Standard Class",143,17.847,0.2,1,0.124804195804196,"Profit"
2011-03-16,2011,"South","North Carolina","Technology","Phones","Home Office","Second Class",472,29.495,0.2,2,0.062489406779661,"Profit"
2011-03-17,2011,"East","New York","Office Supplies","Paper","Corporate","Standard Class",155,75.9696,0,4,0.490126451612903,"Profit"
2011-03-17,2011,"East","New York","Office Supplies","Paper","Corporate","Standard Class",35,16.3842,0,7,0.46812,"Profit"
2011-03-17,2011,"South","Mississippi","Office Supplies","Appliances","Corporate","Standard Class",33,8.4942,0,3,0.2574,"Profit"
2011-03-17,2011,"South","Mississippi","Office Supplies","Binders","Corporate","Standard Class",11,5.3721,0,3,0.488372727272727,"Profit"
2011-03-17,2011,"South","Mississippi","Office Supplies","Binders","Corporate","Standard Class",30,14.9156,0,2,0.497186666666667,"Profit"
2011-03-17,2011,"South","Mississippi","Office Supplies","Paper","Corporate","Standard Class",16,7.68,0,4,0.48,"Profit"
2011-03-17,2011,"South","Mississippi","Office Supplies","Paper","Corporate","Standard Class",13,6.3504,0,2,0.488492307692308,"Profit"
2011-03-17,2011,"Central","Minnesota","Office Supplies","Appliances","Consumer","Standard Class",94,36.5742,0,2,0.389087234042553,"Profit"
2011-03-17,2011,"Central","Minnesota","Office Supplies","Art","Consumer","Standard Class",20,5.7072,0,6,0.28536,"Profit"
2011-03-17,2011,"Central","Minnesota","Office Supplies","Binders","Consumer","Standard Class",36,17.2224,0,6,0.4784,"Profit"
2011-03-17,2011,"Central","Minnesota","Office Supplies","Binders","Consumer","Standard Class",53,25.098,0,10,0.473547169811321,"Profit"
2011-03-17,2011,"Central","Minnesota","Office Supplies","Paper","Consumer","Standard Class",47,23.59,0,7,0.501914893617021,"Profit"
2011-03-17,2011,"East","New York","Furniture","Tables","Corporate","Standard Class",1072,-553.6476,0.4,4,-0.516462313432836,"Loss"
2011-03-17,2011,"East","New York","Furniture","Tables","Corporate","Standard Class",1580,-447.5947,0.4,7,-0.283287784810127,"Loss"
2011-03-17,2011,"East","New York","Furniture","Tables","Corporate","Standard Class",614,-122.7816,0.4,3,-0.19997003257329,"Loss"
2011-03-17,2011,"East","Pennsylvania","Office Supplies","Paper","Corporate","Second Class",127,41.1528,0.2,6,0.324037795275591,"Profit"
2011-03-17,2011,"Central","Texas","Office Supplies","Art","Consumer","Same Day",4,0.3336,0.2,2,0.0834,"Profit"
2011-03-17,2011,"Central","Texas","Office Supplies","Paper","Consumer","Same Day",5,1.8792,0.2,1,0.37584,"Profit"
2011-03-17,2011,"Central","Texas","Office Supplies","Paper","Consumer","Same Day",16,5.4432,0.2,3,0.3402,"Profit"
2011-03-18,2011,"West","California","Office Supplies","Storage","Home Office","Standard Class",1856,334.1142,0,7,0.180018426724138,"Profit"
2011-03-18,2011,"West","California","Furniture","Furnishings","Home Office","Standard Class",111,14.43,0,2,0.13,"Profit"
2011-03-18,2011,"West","California","Furniture","Bookcases","Home Office","Second Class",1198,70.49,0.15,10,0.0588397328881469,"Profit"
2011-03-18,2011,"South","Florida","Technology","Machines","Home Office","Standard Class",22638,-1811.0784,0.5,6,-0.0800016962629208,"Loss"
2011-03-18,2011,"South","Florida","Technology","Machines","Home Office","Standard Class",821,-16.426,0.5,4,-0.0200073081607795,"Loss"
2011-03-18,2011,"South","Florida","Furniture","Furnishings","Home Office","Standard Class",122,15.294,0.2,3,0.125360655737705,"Profit"
